#,Title,Authors,Barcode,Call No,ISBN,Status,Patron Status,Hold Status
10119,"Tupac : resurrection, 1971-1996","Shakur, Tupac",33124035834448,781.649 SHA TUP,9780743474344,In,0,No Hold
10120,"Tupac Shakur.","Golus, Carrie",33124041754556,782.421649 GOL SHA,9780822570639,In,0,No Hold
10121,"Tupac Shakur : the life and times of an American icon","McQuillar, Tayannah Lee",33124070320196,781.649 SHA MCQ,9781568583877,Lost/Missing,0,No Hold
10122,"Tupac Shakur : the life and times of an American icon","McQuillar, Tayannah Lee",33124070320204,781.649 SHA MCQ,9781568583877,In,0,No Hold
10123,"Turbulent years : the 60s","Author, Unknown",33124024917592,973 .923 TUR,783555032,In,0,No Hold
10124,"Turing's cathedral : the origins of the digital universe","Dyson, George",33124085413465,004.09 DYS,9781400075997,In,0,No Hold
10125,"Turn of the 20th century","Cline, Beverly Fink",33124092800142,971.05 CLI,9781553882497,In,0,No Hold
10126,"The turning","West, Terry M",33124093792132,F WES,0590104667,In,0,No Hold
10127,"Turtles all the way down","Green, John",33124103243290,F GRE,9780525555384,In,0,No Hold
10128,"Tusk the mighty mammoth","Blade, Adam",33124084354272,F BLA,9780545200356,In,0,No Hold
10129,"Tuttle pocket Korean dictionary : Korean-English, English-Korean","Park, Kyubyong",33124097615438,495.7321 PAR,9780804842662,In,0,No Hold
10130,"Tuttle pocket Tagalog dictionary : Tagalog-English, English-Tagalog","Barrios, Joi",33124097615404,499 .211 BAR,804839131,In,0,No Hold
10131,"Tuttle pocket Tagalog dictionary : Tagalog-English, English-Tagalog","Barrios, Joi",33124097615420,499 .211 BAR,804839131,In,0,No Hold
10132,"Tweaked","Holubitsky, Katherine",33124049737223,F HOL,9780605189041,In,0,No Hold
10133,"Twelfth grade kills","Brewer, Heather",33124101581014,F BRE,9780142417522,In,0,No Hold
10134,"Twelfth night","Shakespeare, William",33124101981552,822.33 Q7 CRO,1586638513,In,0,No Hold
10135,"Twelfth night","Shakespeare, William",33124038898671,822 .33 Q7 HOW,920792472,In,0,No Hold
10136,"Twelve","Myracle, Lauren",33124103243100,F MYR,9780142410912,In,0,No Hold
10137,"Twentieth century China : a history in documents","Schoppa, R. Keith",33124085413283,951.05 SCH,9780199732005,In,0,No Hold
10138,"Twenty chickens for a saddle : the story of an African childhood","Scott, Robyn",33124046428396,F SCO,9780143056935,In,0,No Hold
10139,"The twenty-one balloons","Du Bois, William Pène",33124109707645,F DUB,0140320970,In,0,No Hold
10140,"Twenty thousand leagues under the sea","McFarlan, Donald Maitland",187227,F VER,0175552061,In,0,No Hold
10141,"Twenty thousand leagues under the seas","Verne, Jules",33124070115943,F VER,0192828398,In,0,No Hold
10142,"Twice as perfect","Onomé, Louisa",33124123303249,F ONO,9781443464703,In,0,No Hold
10143,"Twilight","Cabot, Meg",33124049732471,F CAB,60724676,In,0,No Hold
10144,"Twilight and history","Author, Unknown",33124054036271,813.6 TWI,9780470581780,In,0,No Hold
10145,"Twilight director's notebook : the story of how we made the movie based on the novel by Stephenie Meyer","Hardwicke, Catherine",33124092304988,791.4372 HAR,9780316070522,In,0,No Hold
10146,"The Twilight saga : new moon : the official illustrated movie companion","Vaz, Mark Cotta",33124092302602,791.43 VAZ,9780316081283,In,0,No Hold
10147,"Twilight : the graphic novel","Kim, Young",33124092304707,F KIM,9780316133197,In,0,No Hold
10148,"Twilight : the graphic novel","Kim, Young",33124058452136,F KIM,9780316133197,In,0,No Hold
10149,"Twilight : the graphic novel","Kim, Young",33124092304723,F KIM,9780316133197,In,0,No Hold
10150,"The Twin Towers","Abbott, David",33124070119374,303.625 ABB,9781848376779,In,0,No Hold
10151,"Twisted","Anderson, Laurie Halse",33124102656229,F AND,9780605219168,In,0,No Hold
10152,"Twisted","Harrington, Lisa",33124102025367,F HAR,9781770864139,In,0,No Hold
10153,"Twisted : a pretty little liars novel","Shepard, Sara",33124074240234,F SHE,9780062081025,Lost/Missing,0,No Hold
10154,"Twisted-Wonderland : the manga : Book of Heartslabyul. 1 /","Hazuki, Wakana",33124124423384,F TOB,9781974739141,In,0,No Hold
10155,"Twisted-Wonderland : the manga : Book of Heartslabyul. 2 /","Hazuki, Wakana",33124124423434,F HAZ,9781974741359,Out,0,No Hold
10156,"Twisted-Wonderland : the manga : Book of Heartslabyul. 3 /","Hazuki, Wakana",33124127891686,F HAZ,9781974741441,In,0,No Hold
10157,"Twisted-Wonderland : the manga : Book of Heartslabyul. 4 /","Hazuki, Wakana",33124127891694,F HAZ,9781974741465,In,0,No Hold
10158,"The Twits","Dahl, Roald",33124070116644,F DAH,9780141371337,Out,0,No Hold
10159,"Twitter: how Jack Dorsey changed the way we communicate","Scott, Celicia",33124092801652,338.7 DOR SCO,9781422231876,In,0,No Hold
10160,"Twitter : Jack Dorsey, Biz Stone and Evan Williams","Smith, Chris",33124082002089,006.754 SMI,9781599351797,In,0,No Hold
10161,"Two bad ants","Van Allsburg, Chris",1890104,E VAN,9780800074692,In,0,No Hold
10162,"Two-Fisted science : [stories about scientists","Ottaviani, Jim",33124038890850,F OTT,966010620,In,0,No Hold
10163,"Two foot punch","Daher, Anita",33124049729196,F DAH,9780605186613,In,0,No Hold
10164,"Two generals","Chantler, Scott",33124106913410,940.54 CHA,9780771019593,In,0,No Hold
10165,"Two knights","Donaghey, Sean",33124070326268,F DON,9781554771714,In,0,No Hold
10166,"Two little girls lost in the bush : a Cree story for children = Wanisinwak iskwesisak : awasisasinahikanis","Bear, Glecia",933563,E BEA CREE,920079776,In,0,No Hold
10167,"Two pounds of onions from earth","Giordano, Lionel",33124103243746,E GIO,1903078423,In,0,No Hold
10168,"Two Rivers : a novel","Greenwood, Tammy",33124092307551,F GRE,9780758228772,In,0,No Hold
10169,"Two times a traitor","Bass, Karen",33124110652392,F BAS,9781772780246,In,0,No Hold
10170,"The two towers : being the second part of the Lord of the Rings","Tolkien, John Ronald Reuel",33124092796167,F TOL,9780261103580,In,0,No Hold
10171,"The two towers : being the second part of The lord of the rings","Tolkien, John Ronald Reuel",33124083411800,F TOL,9780261102361,Lost/Missing,0,No Hold
10172,"Two truths and a lie","Shepard, Sara",33124092306355,F SHE,9780605527973,In,0,No Hold
10173,"Tyranny","Fairfield, Lesley",33124054035133,F FAI,9780887769030,In,0,No Hold
10174,"Tyranny","Fairfield, Lesley",33124054035307,F FAI,9780887769030,In,0,No Hold
10175,"The tyrant's daughter","Carleson, J. C",33124096020184,F CAR,9780449809983,In,0,No Hold
10176,"Tyrell","Booth, Coe",33124049731564,F BOO,9780605101456,In,0,No Hold
10177,"U-boat hunter : Peter Rogers, HMS Arum, 1939-1945","Perrett, Bryan",33124054037311,F PER,9780439937528,In,0,No Hold
10178,"The U.S.-Mexico border : the treaty of Guadalupe Hidalgo","Davenport, John",33124040853912,972.1 DAV,791078337,In,0,No Hold
10179,"U X L American decades","Author, Unknown",33124040853938,973.91 UXL,0787664545,In,0,No Hold
10180,"U X L American decades","Author, Unknown",33124040853888,973.91 UXL,0787664545,In,0,No Hold
10181,"U X L American decades","Author, Unknown",33124040853839,973.91 UXL,0787664545,In,0,No Hold
10182,"U X L American decades","Author, Unknown",33124040853953,973.91 UXL,0787664545,In,0,No Hold
10183,"U2","McIntosh, Kenneth",33124046428875,781.66 MCI,9781422201954,In,0,No Hold
10184,"UFO's","Netzley, Patricia D",2554479,001.942 NET,1560066865,In,0,No Hold
10185,"UFOs and aliens","Wilson, Colin",1890177,001 .942 WIL,1552091775,In,0,No Hold
10186,"UFOs : what scientists say may shock you!","Grace, N. B",33124046421888,001.942 GRA,0531187411,In,0,No Hold
10187,"Uganda","Kubuitsile, Lauri",33124040857855,967.61 KUB,1590848160,In,0,No Hold
10188,"Uglies : Shay's story","Westerfeld, Scott",33124098474967,F WES,9780345527226,Out,0,No Hold
10189,"Uglies : Shay's story","Westerfeld, Scott",33124083412154,F WES,9780345527226,In,0,No Hold
10190,"Uglies : Shay's story","Westerfeld, Scott",33124083412162,F WES,9780345527226,In,0,No Hold
10191,"The ugly duckling.","Andersen, Hans Christian",1166083,E AND,9780345527229,In,0,No Hold
10192,"The ugly truth","Kinney, Jeff",33124092796878,F KIN,9780141345727,Lost/Missing,0,No Hold
10193,"The ugly truth","Kinney, Jeff",33124083410455,F KIN,9780141345727,Lost/Missing,0,No Hold
10194,"The ugly truth","Kinney, Jeff",33124110969754,F KIN,9780141345727,Lost/Missing,0,No Hold
10195,"Uh huh!: the story of Ray Charles","Duggleby, John",33124046428628,782.42164 CHA DUG,9781931798655,In,0,No Hold
10196,"Ukraine : then and now","Stewart, Gail Barbara",33124092801132,947.7 STE,9781601527080,In,0,No Hold
10197,"The ultimate book of vegan cooking : everything you need to know about going vegan, from choosing the best ingredients to practical advice on health and nutrition","Bishop-Weston, Tony",33124082001222,641.5636 BIS,9781846819087,In,0,No Hold
10198,"The ultimate DIY tech upgrades guide","Author, Unknown",33124101580420,621.381 ULT,9781616285319,In,0,No Hold
10199,"The ultimate encyclopedia of mythology : an A - Z guide to the myths and legends of the ancient world","Cotterell, Arthur",33124034595636,291 COT,1844770044,In,0,No Hold
10200,"Ultimate Fantastic Four","Carey, Mike",33124058116871,F CAR,9780785137818,In,0,No Hold
10201,"Ultimate Fantastic Four","Carey, Mike",33124070321830,F CAR,9780785137818,In,0,No Hold
10202,"Ultimate Fantastic Four. Vol. 1.","Bendis, Brian Michael",33124058452797,F BEN,785114580,Lost/Missing,0,No Hold
10203,"Ultimate Fantastic Four. Vol. 2.","Author, Unknown",33124058452748,F ULT,0785120580,In,0,No Hold
10204,"Ultimate Fantastic Four. Vol. 4 /","Carey, Mike",33124070321723,F CAR,9780785128724,In,0,No Hold
10205,"The ultimate history quiz book","Williams, Brian",33124090478537,909 WIL,9781445405469,In,0,No Hold
10206,"Ultimate Hulk vs. Iron Man : ultimate human","Ellis, Warren",33124058451591,F ELL,9780785120155,In,0,No Hold
10207,"Ultimate Iron Man. Armor wars /","Ellis, Warren",33124058116921,F ELL,9780785142508,In,0,No Hold
10208,"Ultimate Iron Man. [Vol. 1] /","Card, Orson Scott",33124070321152,F CAR,078512151,In,0,No Hold
10209,"Ultimate jump rope workouts : kick-ass programs to strengthen muscles, get fit and take your endurance to the next level","Stewart, Brett",33124092305761,796.1 STE,9781612430607,In,0,No Hold
10210,"Ultimate origins","Bendis, Brian Michael",33124070325575,F BEN,9780785130352,Out,0,No Hold
10211,"The Ultimate Papercraft and Origami Book","Jackson, Paul",33124092797900,745.54 JAC,9781860350078,In,0,No Hold
10212,"Ultimate Spider-man. Vol. 1, Power & responsibility /","Jemas, Bill",33124028659323,F JEM,078510786,In,0,No Hold
10213,"Ultimate X-Men","Sanderson, Peter",1870903,741.5 SAN,789466937,In,0,No Hold
10214,"Ultra","Carroll, David",33124090481812,F CAR,9781443119184,In,0,No Hold
10215,"Ultra","Carroll, David",33124090481820,F CAR,9781443119184,In,0,No Hold
10216,"Ultra-organized cell systems","Johnson, Rebecca L",33124046423199,612 JOH,9780605153776,In,0,No Hold
10217,"The Umbrella House","Nelson, Colleen",33124123484452,F NEL,9781772782790,In,0,No Hold
10218,"Unaccustomed earth","Lahiri, Jhumpa",33124049736225,F LAH,9780307265739,In,0,No Hold
10219,"The unbearable lightness of scones : a 44 Scotland Street novel","McCall Smith, Alexander",33124085418381,F MCC,9781846970573,In,0,No Hold
10220,"Unbecoming","Downham, Jenny",33124101583077,F DOW,545907179,Lost/Missing,0,No Hold
10221,"The unbecoming of Mara Dyer","Hodkin, Michelle",33124085418753,F HOD,9781442421776,In,0,No Hold
10222,"Unbelievable!","Swartz, Larry",33124042570761,031.02 SWA,9781554480722,In,0,No Hold
10223,"Unbelievable : a pretty little liars novel","Shepard, Sara",33124092303634,F SHE,9780060887391,Lost/Missing,0,No Hold
10224,"Unbelievable : a pretty little liars novel","Shepard, Sara",33124103244090,F SHE,9780060887414,In,0,No Hold
10225,"Unbelievable Canadian war stories : well beyond the call of duty","MacAdam, Pat",33124046421961,940.5371 MAC,1554390516,In,0,No Hold
10226,"Unbored adventure : 70 seriously fun activities for kids & their families","Glenn, Joshua",33124101580263,790.1 GLE,9781632860965,In,0,No Hold
10227,"Unbored : the essential field guide to serious fun","Author, Unknown",33124101580719,790 UNB,9781608196418,In,0,No Hold
10228,"Unbound and unbroken : the story of Frederick Douglass","Esty, Amos",33124082002030,973.8 DOU EST,9781599351360,In,0,No Hold
10229,"The unburied","Palliser, Charles",33124020341151,F PAL,1861591500,In,0,No Hold
10230,"Uncertain soldier","Bass, Karen",33124099804725,F BAS,9781927485729,Lost/Missing,0,No Hold
10231,"Uncertain soldier","Bass, Karen",33124099804626,F BAS,9781927485729,In,0,No Hold
10232,"Unchained","Sherman, M. Zachary",33124082004523,F SHE,9781434232151,In,0,No Hold
10233,"Unchained memories : readings from the slave narratives","Author, Unknown",33124028659059,306.362 UNC,821228420,In,0,No Hold
10234,"Uncivil acts","Keene, Carolyn",33124070326383,F KEE,9780605389267,In,0,No Hold
10235,"Uncle Dynamite","Wodehouse, Pelham Grenville",33124058115097,F WOD,0099514087,In,0,No Hold
10236,"Uncle John's slightly irregular bathroom reader","Author, Unknown",33124020340625,081.0207 UNC,1592232701,In,0,No Hold
10237,"Uncle Pirate","Rees, Douglas",33124109707611,E REE,9781416947622,In,0,No Hold
10238,"Uncle Scrooge : a little something special","Author, Unknown",33124059827427,F UNC,9781888472882,In,0,No Hold
10239,"The undead : vampires, werewolves and zombies","Pipe, Jim",33124070319313,001.944 PIP,9781846967979,In,0,No Hold
10240,"Under a painted sky","Lee, Stacey",33124102003919,F LEE,9780399168031,In,0,No Hold
10241,"Under cover","Kropp, Paul",33124058117689,F KRO,29535018,In,0,No Hold
10242,"Under my hijab","Khan, Hena",33124103244819,E KHA,9781620147924,In,0,No Hold
10243,"Under pressure : the science of stress","Kyi, Tanya Lloyd",33124117143841,616.98 KYI,9781525300073,In,0,No Hold
10244,"Under shifting stars","Latos, Alexandra",33124123672254,F LAT,9780063283817,In,0,No Hold
10245,"Under the banner of heaven : a story of violent faith","Krakauer, Jon",33124020343975,289.33 KRA,1400032806,In,0,No Hold
10246,"Under the bridge : the true story of the murder of Reena Virk","Godfrey, Rebecca",33124040858788,364.1523 VIR GOD,2000679,In,0,No Hold
10247,"Under the green moon","Giles, Maree",33124013727812,12 F GIL,186049904,In,0,No Hold
10248,"Under the ice","Conlan, Kathleen Elizabeth",23124003307130,578.77 CON,1553370015,In,0,No Hold
10249,"Under the Jolly Roger : being an account of the further nautical adventures of Jacky Faber","Meyer, Louis A.",33124054037329,F MEY,9780152058739,In,0,No Hold
10250,"Under the never sky","Rossi, Veronica",33124096020127,F ROS,9780062072030,In,0,No Hold
10251,"Under the wolf, under the dog","Rapp, Adam",33124040855305,F RAP,0763618187,In,0,No Hold
10252,"Underdog","Walters, Eric",33124070116461,F WAL,9780605071230,Lost/Missing,0,No Hold
10253,"The Underground Railroad","Seigel, Rachel",33124116059535,971.00496 SEI,9781773085777,In,0,No Hold
10254,"The underground railroad : next stop, Toronto!","Shadd, Adrienne Lynn",33124085418217,971.3541 SHA,9781554884292,In,0,No Hold
10255,"The underground reporters","Kacer, Kathy",33124054037287,940.5318 KAC,1896764851,In,0,No Hold
10256,"Underground soldier","Skrypuch, Marsha Forchuk",33124074241208,F SKY,9781443124379,In,0,No Hold
10257,"Underground soldier","Skrypuch, Marsha Forchuk",33124093790565,F SKY,9781443124379,In,0,No Hold
10258,"Undergrounders","Skuy, David",33124054038087,F SKU,9781443107280,In,0,No Hold
10259,"Underland : a deep time journey","Macfarlane, Robert",33124118823953,551.447 MACF,9780241143803,In,0,No Hold
10260,"The underneath","Appelt, Kathi",33124070325781,F APP,9781416950592,In,0,No Hold
10261,"The underpainter","Urquhart, Jane",1788622,F URQ,771086547,In,0,No Hold
10262,"Undersea world","Siegel, Elizabeth J",33124042570571,551.46 SIE,1554480701,In,0,No Hold
10263,"Understanding comics : the invisible art","McCloud, Scott",33124097615289,741 .5 MCC,006097625,In,0,No Hold
10264,"Understanding COVID-19","Hustad, Douglas",33124118856938,616.2414 HUS,9781532194078,In,0,No Hold
10265,"Understanding Greek myths","Hyde, Natalie",33124092305811,292.13 HYD,9780778745099,In,0,No Hold
10266,"Understanding Mesoamerican myths","Hyde, Natalie",33124093789989,299.792 HYD,9780778745259,In,0,No Hold
10267,"Understanding Norse myths","Williams, Brian",33124090478529,293.13 WIL,9780778745273,In,0,No Hold
10268,"Understanding photosynthesis with Max Axiom, super scientist","O'Donnell, Liam",33124041751495,572.46 ODO,9780736868419,In,0,No Hold
10269,"Undisputed truth","Tyson, Mike",33124118822815,796.83 TYS,9780142181218,In,0,No Hold
10270,"UnDivided","Shusterman, Neal",33124102004040,F SHU,9781481409766,In,0,No Hold
10271,"The undomestic goddess","Kinsella, Sophie",33124058114124,F KIN,9780440242383,In,0,No Hold
10272,"The undomestic goddess","Kinsella, Sophie",33124083411826,F KIN,9780440242383,In,0,No Hold
10273,"The unexpected everything","Matson, Morgan",33124101582780,F MAT,9781481404549,In,0,No Hold
10274,"An unexpected song","Johansen, Iris",33124092796548,F JOH,553804995,In,0,No Hold
10275,"The unexplained : a haunted Canada book","Author, Unknown",33124046420708,133.1 UNE,9780545993142,Out,0,No Hold
10276,"The unexplained : a haunted Canada book","Author, Unknown",33124054032627,133.1 UNE,9780545993142,Lost/Missing,0,No Hold
10277,"The unexplained : aliens, monsters, and ghosts","Pipe, Jim",33124070319321,001.94 PIP,9781846968075,In,0,No Hold
10278,"The unfinished life of Addison Stone","Griffin, Adele",33124097595556,F GRI,9781616953607,In,0,No Hold
10279,"Unfolding power : documents in 20th century Canadian women's history","Staton, Pat",33124049733834,305.42 STA,1896781209,In,0,No Hold
10280,"Unforgettable places to see before you die","Davey, Steve",33124093790052,910.2 DAV,1552979555,In,0,No Hold
10281,"Unforgotten","Francis, Clare",33124074244020,F FRA,0333903501,In,0,No Hold
10282,"Ungifted","Korman, Gordon",33124090482216,F KOR,9781443133494,Out,0,No Hold
